,0
0,0.07267335634581189
1,0.036036384559781184
2,0.06009346643867299
3,0.06525759395846752
4,0.06271562226094818
5,0.06715259891151916
6,0.04031719819635534
7,0.06461141175662129
8,0.06595423808198227
9,0.047444342469840334
10,0.07688289699764886
11,0.034876833960108385
12,0.0772948513344196
13,0.05646815014713465
14,0.07815074272517473
15,0.06265243434962625
16,0.03244412355432135
17,0.06453569277667191
18,0.05987036213912819
19,0.06400269797328392
20,0.0502208500664058
21,0.07157924595294536
22,0.06078809729134055
23,0.054631640771685475
24,0.053975026805081316
25,0.09683153189053312
26,0.03930900627480143
27,0.05945367435121552
28,0.04875344887288836
29,0.07258002888434126
30,0.0293369436669324
31,0.06684160005873711
32,0.06293763968565522
33,0.08151140909935223
34,0.06813340015304988
35,0.06359340236057387
36,0.06242778281648636
37,0.04413441724828235
38,0.06626437113468016
39,0.0509762834422687
40,0.05439171056452727
41,0.0633023915943632
42,0.05263279767506263
43,0.06629262197497274
44,0.0715113346924235
45,0.07344498677036294
46,0.09091314269426157
47,0.08226916941402936
48,0.061084472846837296
49,0.058443922778882586
50,0.08152126950092008
51,0.07656432451489593
52,0.05343628317204587
53,0.05246572944213235
54,0.08467928744041865
55,0.06621621408799155
56,0.04560431082184675
57,0.06500122214163973
58,0.06241326545371516
59,0.09042460808496558
60,0.048226166304691835
61,0.08054251936436585
62,0.08064691357148607
63,0.07994110004203893
64,0.04887589302627662
65,0.06359036757751343
66,0.054847532532244996
67,0.033097942632986495
68,0.0625735376421531
69,0.06830185056346601
70,0.046005039564567654
71,0.049587802716513495
72,0.07275629944208566
73,0.0690203748918852
74,0.07845338156980003
75,0.05308354875753947
76,0.076237127338927
77,0.06679042142974799
78,0.05435110456757432
79,0.05853088646651695
80,0.064142950891044
81,0.07002214828429001
82,0.03537894058849414
83,0.04490275790921214
84,0.09122185031115893
85,0.057450648036801215
86,0.05699642547234167
87,0.06384266800174358
88,0.08782462787477041
89,0.051974805278264355
90,0.07767061822127785
91,0.045627957710427096
92,0.08365528004455598
93,0.0536944718831893
94,0.06963701002071945
95,0.03932420395909371
96,0.07239617740841427
97,0.07343469975771968
98,0.0826809498843085
99,0.06319115205841848
100,0.06071762141675186
101,0.07665908806854457
102,0.0728453777477323
103,0.09216758790579031
104,0.07114029859201686
105,0.08599056881650069
106,0.06993808645710982
107,0.05467782727557047
108,0.08110595404912428
109,0.08378775598714625
110,0.07916206444853907
111,0.06961511913962193
112,0.07808276908067015
113,0.05667566749053569
114,0.08062615549840695
115,0.0744866207332394
116,0.0907214267298677
117,0.06840843587950754
118,0.07577489717057395
119,0.07508296949802991
120,0.06348599690740357
121,0.07895450042189826
122,0.05275425866482839
123,0.07733430607042141
124,0.07489904929166141
125,0.05257152031982511
126,0.061366971317074394
127,0.04966837593168828
128,0.03341670712394256
129,0.07252147154805676
130,0.06231621357869016
131,0.07318709426292179
132,0.08750847762805891
133,0.054588328052828795
134,0.20837955168504052
135,0.07982161108351497
136,0.09156462038157816
137,0.07850282826179761
138,0.05255251905159246
139,0.06935145574968506
140,0.04763028366714432
141,0.05428415522000852
142,0.034228460650047164
143,0.051116531276622655
144,0.06001227957834787
145,0.03502715727493928
146,0.05069383328014765
147,0.06106146407974101
148,0.046286696899897714
149,0.07471321178340881
150,0.08200081760374907
151,0.06203628465934098
152,0.06303777547910142
153,0.0694560047222018
154,0.06775156040325853
155,0.0747405930433534
156,0.07276646352622944
157,0.0660066301437658
158,0.09756910505571885
159,0.07530803987618881
160,0.06068328272760685
161,0.04647289807298814
162,0.03520091565891115
163,0.07724842338049656
164,0.07054902139269532
165,0.05513305949146822
166,0.0605895258936395
167,0.07352078925759102
168,0.06082415217549767
169,0.051889373953927724
170,0.05581168498742629
171,0.06899842733995443
172,0.05744034362988933
173,0.052137797330367226
174,0.07398407918775517
175,0.060484297440412366
176,0.035346420034237436
177,0.05444014587951621
178,0.07228673119949203
179,0.0537459606862653
180,0.04747120171379482
181,0.07753587316442284
182,0.06180118419388392
183,0.0716212967146571
184,0.05376504832222617
185,0.044869401210434395
186,0.05544848383738197
187,0.08077372073673521
188,0.0513795377913242
189,0.054321231273578165
190,0.05657626851894713
191,0.05515422599795945
192,0.06060197521931419
193,0.04730759164542101
194,0.03736489762783429
195,0.06652278341565461
196,0.042196429522445726
197,0.07372074630869706
198,0.0524432103878986
199,0.08404344057146268
200,0.07744866948230555
201,0.051870155500401006
202,0.05398041709912799
203,0.04547010653262397
204,0.07473095807276271
205,0.04192273805382933
206,0.07154647778072165
207,0.0679181672635067
208,0.03653673870688526
209,0.07827704150002374
210,0.06578533018668677
211,0.05218262549875494
212,0.03499719731213005
213,0.05466690945666291
214,0.0687055010287654
215,0.05924450728525926
216,0.07034180094833327
217,0.07152770163834112
218,0.08802991657790062
219,0.07086941430654094
220,0.0683933446669459
221,0.043139823134828954
222,0.046076641514108105
223,0.06824757181397201
224,0.05984148754366421
225,0.07157823842484345
226,0.0439042215784161
227,0.026994879054945846
228,0.03870021877717649
229,0.072247027735882
230,0.05641629300904802
231,0.04929368819112546
232,0.08955258099666506
233,0.05625716229181355
234,0.06716497700102617
235,0.03906659221168756
236,0.044254587117319194
237,0.05492903107441173
238,0.06346602021294392
239,0.05650445251546697
240,0.06566117610723785
241,0.05167851072665312
242,0.06962163267537214
243,0.07219264149991264
244,0.06093572783723801
245,0.043597025631669874
246,0.04316172943683872
247,0.08086645243101478
248,0.07003096361386635
249,0.06218884938401609
250,0.03966282589320341
251,0.03754452310070011
252,0.07148375057903703
253,0.07071599453074301
254,0.05689983163917652
255,0.05265891376307003
256,0.028966301711383955
257,0.0712357971280498
258,0.0544247709731345
259,0.07121939707321008
260,0.059098571556577564
261,0.07430247183069776
262,0.0756899722544766
263,0.06050273996684684
264,0.05289014769459335
265,0.03925099074279098
266,0.030938748726196966
267,0.07033203361242697
268,0.08747365652409789
269,0.06701892183869138
270,0.0735631103747542
271,0.05559105996974747
272,0.07182356161154765
273,0.07115954835984833
274,0.03758021433049871
275,0.055271877605228385
276,0.03809653177074212
277,0.0661374100902662
278,0.07122212179487279
279,0.0313445019392988
280,0.059518381944783115
281,0.07230418152808113
282,0.05123874230394648
283,0.08314873079135088
284,0.06563073834593576
285,0.06240171007985742
286,0.05235767810865517
287,0.0654188567096391
288,0.03698785120945493
289,0.07175460515125537
290,0.055389493126007924
291,0.06006371001291114
292,0.06833349314313236
293,0.05949331332492015
294,0.0652111081664036
295,0.0388128037767749
296,0.05107699203725386
297,0.06077473838458612
298,0.07004169160418647
299,0.05671898624659422
300,0.05513097187247309
301,0.10001091507734654
302,0.028296131425385028
303,0.027935281217201218
304,0.12416633571621452
305,0.06524835823953691
306,0.05281839653709158
307,0.07058807762852579
308,0.009099049575058464
309,0.02875158975929987
310,0.046270870367180854
311,0.18277844881799424
312,0.1600074185256214
313,0.16892731210732684
314,0.13019205476548615
315,0.18859258077750252
316,0.2026810714197955
317,0.17404165744956704
318,0.03059950263921915
319,0.1816679932978885
320,0.17645278978473358
321,0.04392002070565579
322,0.12285526930388248
323,0.18100035856064928
324,0.028739001400842432
325,0.16720181720201338
326,0.04654125049930655
327,0.19925782882573623
328,0.1438329563258284
329,0.16890166646803828
330,0.01570387479800671
331,0.10580863474134142
332,0.18348045366117852
333,0.03269626465041402
334,0.04376108560755841
335,0.11398983639460218
336,0.12362599630771777
337,0.18500787748281894
338,0.17066380326723818
339,0.14032732874639794
340,0.20046026542117443
341,0.1857470398717484
342,0.02933861309297958
343,0.015958888551670936
344,0.17596433754807986
345,0.11346211107325402
346,0.03240691113760443
347,0.2000343287455862
348,-0.001468964331316746
349,0.029617562340734434
350,0.0214356811023072
351,0.18430381570197832
352,0.18041405349462614
353,0.19879520340545934
354,0.17700972432567166
355,0.024004910307243228
356,0.15040631318591233
357,0.009056047917359476
358,0.19500071271311675
359,0.11008947881085422
360,0.05741539321855352
361,0.1726977190757064
362,0.19612613753400046
363,0.12674241346580017
364,0.13542698493587255
365,0.1815879171005541
366,0.1870623100503893
367,0.1612433890913203
368,0.022740184560484204
369,0.18205817113089234
370,0.16417114985054568
371,0.17868723175633985
372,0.13141116937648853
373,0.05259782255212263
374,0.1848577997199305
375,0.05122814678090022
376,0.04717217509214845
377,0.18845241109270774
378,0.18610623312162708
379,0.13277469971862116
380,0.1663763536423041
381,0.01949105307040277
382,0.1939477954223851
383,0.03136169851879038
384,0.18536414187283684
385,0.1512064811736919
386,0.12504373820607506
387,0.1667858844154141
388,0.17384115206037573
389,0.12768509378534518
390,0.12754438514618177
391,0.12605690034436637
392,0.1709785887345409
393,0.1383653082088207
394,0.18238473878133155
395,0.03154900026501567
396,0.18655653822736631
397,0.03915456445641254
398,0.17182252965015624
399,0.061129353980796074
400,0.11546000212395865
401,0.047895506939128384
402,0.34544908664654933
403,0.00043863629488484387
404,-0.0002862716168312985
405,-0.0016038913826558184
406,-0.0008672877545109846
407,-0.000706137433196397
408,-0.0016392718286195357
409,0.0002713827542929878
410,-0.0016627000605947378
411,-0.011325184225484028
412,-0.014151479215036424
413,-0.031137810880766486
414,0.011105389261103429
415,-0.00018072285847524268
416,0.002470245111678437
417,-0.0005906752177588736
418,-0.0007141513804233376
419,-0.014303854070042516
420,0.022456613182930116
421,0.00041009527611436994
422,0.0003634189166619159
423,-0.02591738823995049
424,-0.009978042536163996
425,0.022178397955405483
426,0.011380226504724462
427,0.0007133427742055384
428,0.019283465291471107
429,-0.001219395225962798
430,-0.015719555086682064
431,-0.0014412488781374495
432,-0.015890691539880063
433,-0.001848146266069667
434,0.0014504753184531362
435,0.012298236705799997
436,-0.0008773418873560487
437,-9.000536862519221e-05
438,-0.025454125040385415
439,-0.003618482780109928
440,0.024392600056653904
